ALLAPOT|AR|EGESZ_SZOBAK|EMELET|FELSZOBAK|FUTES|KERT_TERULET|KERULET|KILATAS|KOMFORT|LIFT|PARKOLAS|SAVE_DATE|SZINTEK|TERULET|TETOTER|URL|UTCA|VAROSRESZ
|14.500000|2.000000|4|0.000000|||14|utcai||van|utcan|2013.04.10||45.000000|-1|http://ingatlan.com/kiszuglo/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+kover+lajos+utca/7150780?sid=0&|Kövér Lajos utca|Kiszugló
|60.000000|3.000000|0|0.000000|gáz (cirko)||2||duplakomfortos|van|garazs|2013.04.10|4|74.000000|-1|http://ingatlan.com/pasaret/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+pasareti+ut/7164282?sid=0&|Pasaréti út 122|Pasarét
|80.000000|4.000000|1|0.000000|gáz (cirko)||1||duplakomfortos|van|garazs|2013.04.10|6|167.000000|-1|http://ingatlan.com/naphegy/elado+lakas/tegla-epitesu-lakas/budapest+1+kerulet+zsolt+utca/7165846?sid=0&|Zsolt utca 6|Naphegy
jó állapotú|14.200000|1.000000|5|0.000000|gáz (konvektor)||11|panorámás|összkomfortos|van|utcan|2013.04.10||59.000000|-1|http://ingatlan.com/lagymanyos/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet/7202862?sid=0&||Lágymányos
jó állapotú|14.900000|2.000000|1|0.000000|||11|utcai|összkomfortos|van|utcan|2013.04.10|4|49.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+abel+jeno+utca/7083457?sid=0&||
|14.900000|2.000000|0|0.000000|||11|||nincs|nincs|2013.04.10||49.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+abel+jeno+utca/7082691?sid=0&||
közepes állapotú|12.300000|2.000000|0|0.000000|gáz (héra)||11|utcai|összkomfortos|van|kulteri|2013.04.10|4|58.000000|-1|http://ingatlan.com/szentimrevaros/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+budaorsi+ut/6531912?sid=0&|Budaörsi út|Szentimreváros
felújított|11.900000|1.000000|0|0.000000|||1|utcai|összkomfortos|van|nincs|2013.04.10||42.000000|-1|http://ingatlan.com/i-ker/elado+lakas/tegla-epitesu-lakas/budapest+1+kerulet+ag+utca/7205697?sid=0&|Ág utca|
jó állapotú|13.990000|1.000000|3|0.000000|gáz (konvektor)||11||összkomfortos|nincs|utcan|2013.04.10|3|45.000000|-1|http://ingatlan.com/gellerthegy-xi/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+elek+utca/20025503?sid=0&|Elek utca|Gellérthegy
|15.880000|1.000000|1|1.000000|házközponti egyedi méréssel||11|utcai|összkomfortos|van|garazs|2013.04.10||40.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+barazda+utca/6728577?sid=0&|Barázda utca 40|
felújított|13.900000|1.000000|1|1.000000|gáz (konvektor)||14||komfortos|nincs|garazs|2013.04.10|3|49.000000|-1|http://ingatlan.com/xiv-ker/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+cserebogar+utca/20015447?sid=0&|Cserebogár utca|
felújított|9.600000|1.000000|0|0.000000|gáz (konvektor)||11|||nincs|utcan|2013.04.10||32.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+kalotaszeg+utca/7204942?sid=0&|Kalotaszeg utca|
jó állapotú|14.900000|2.000000|3|0.000000|házközponti egyedi méréssel||7|utcai|összkomfortos|van|utcan|2013.04.10||56.000000|-1|http://ingatlan.com/erzsebetvaros-nagykoruton-belul/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+akacfa+utca/7061884?sid=0&|Akácfa utca|Erzsébetváros - Nagykörúton belül
|24.400000|2.000000|1|1.000000|házközponti egyedi méréssel||11|utcai|összkomfortos|van|garazs|2013.04.10||72.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+barazda+utca/6728670?sid=0&|Barázda utca 40|
jó állapotú|14.900000|2.000000|1|1.000000|gáz (cirko)||14||összkomfortos|nincs|nincs|2013.04.10|3|63.000000|-1|http://ingatlan.com/zuglo/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+nagy+lajos+kiraly+utja/20034542?sid=0&|Nagy Lajos király útja|Zugló
|21.900000|2.000000|3|0.000000|házközponti egyedi méréssel||11||összkomfortos|van|garazs|2013.04.10||54.000000|-1|http://ingatlan.com/nadorkert/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+nadorliget+utca/7136897?sid=0&|Nádorliget utca|Nádorkert
|11.990000|1.000000|7|0.000000|házközponti egyedi méréssel||11|panorámás|összkomfortos|van|garazs|2013.04.10||29.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+barazda+utca/6728526?sid=0&|Barázda utca 40|
|21.500000|2.000000|2|1.000000|házközponti egyedi méréssel||13||duplakomfortos|van|garazs|2013.04.10||65.000000|-1|http://ingatlan.com/angyalfold/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet/7176228?sid=0&||Angyalföld
felújított|13.500000|1.000000|4|1.000000|||11||összkomfortos|nincs|utcan|2013.04.10||48.000000|-1|http://ingatlan.com/fehervari-uti-ltp/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+lecke+utca/20024461?sid=0&|Lecke utca|Fehérvári úti lakótelep
felújított|7.900000|1.000000|3|1.000000|gáz (konvektor)||14|||nincs|nincs|2013.04.10|4|32.000000|-1|http://ingatlan.com/xiv-ker/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+ors+vezer+tere/7153549?sid=0&|Örs vezér tere|
|14.440000|2.000000|1|0.000000|házközponti egyedi méréssel||11|utcai|összkomfortos|van|garazs|2013.04.10||50.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+barazda+utca/6728635?sid=0&|Barázda utca 40|
jó állapotú|7.390000|2.000000|9|0.000000|||8|panorámás|összkomfortos|van|utcan|2013.04.10|100|55.000000|-1|http://ingatlan.com/jozsefvaros-nagykoruton-kivul/elado+lakas/panel-lakas/budapest+8+kerulet/7165782?sid=0&||Józsefváros - Nagykörúton kívül
|17.390000|2.000000|3|0.000000|gáz (cirko)||9||összkomfortos|van|garazs|2013.04.10|4|45.000000|-1|http://ingatlan.com/ix-ker/elado+lakas/tegla-epitesu-lakas/budapest+9+kerulet+marton+utca/6907765?sid=0&|Márton utca|
felújított|6.490000|1.000000|3|0.000000|gáz (konvektor)||7||összkomfortos|van|utcan|2013.04.10||25.000000|-1|http://ingatlan.com/erzsebetvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+damjanich+utca/7204355?sid=0&|Damjanich utca|Erzsébetváros - Nagykörúton kívül
|8.700000|2.000000|3|0.000000|gáz (konvektor)||8|udvari|összkomfortos|nincs|utcan|2013.04.10||40.000000|-1|http://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/budapest+8+kerulet/7161870?sid=0&||
felújítandó|12.500000|2.000000|2|0.000000|gáz (héra)||5|udvari|összkomfortos|nincs|utcan|2013.04.10||56.000000|-1|http://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/20035207?sid=0&||
|34.600000|2.000000|2|1.000000|házközponti egyedi méréssel||11|panorámás|duplakomfortos|van|garazs|2013.04.10||74.000000|-1|http://ingatlan.com/sasad/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+beregszasz+ut/6435271?sid=0&|Beregszász út 4|Sasad
|13.900000|2.000000|5|1.000000|gáz (konvektor)||11|udvari||van|nincs|2013.04.10||72.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+bartok+bela+ut/7138565?sid=0&|Bartók Béla út|
felújított|10.990000|1.000000|3|0.000000|||11|panorámás|összkomfortos|nincs|utcan|2013.04.10||39.000000|-1|http://ingatlan.com/lagymanyos/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+naday+ferenc+utca/7196306?sid=0&|Náday Ferenc utca|Lágymányos
|138.000000|5.000000|0|0.000000|fan-coil||2||luxus|van|garazs|2013.04.11|3|166.000000|-1|http://ingatlan.com/ii-ker/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+gabor+aron+utca/7165616?sid=0&|Gábor Áron utca 25|
|20.900000|2.000000|3|0.000000|házközponti egyedi méréssel||11|utcai|összkomfortos|van|garazs|2013.04.11||51.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+nadorliget+utca/20037607?sid=0&|Nádorliget utca|
jó állapotú|23.500000|1.000000|2|2.000000|gáz (cirko)||11|panorámás|összkomfortos|nincs|nincs|2013.04.11|3|61.000000|-1|http://ingatlan.com/sasad/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+rozmaring+utca/7190193?sid=0&|Rozmaring utca|Sasad
|20.500000|2.000000|1|1.000000|házközponti egyedi méréssel||13|utcai|összkomfortos|van|garazs|2013.04.11||62.000000|-1|http://ingatlan.com/angyalfold/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+szent+laszlo+ut/6435953?sid=0&|Szent László út 50|Angyalföld
|12.700000|2.000000|3|0.000000|házközponti egyedi méréssel||13|udvari||van|nincs|2013.04.11||58.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+pulszky+utca/7125125?sid=0&|Pulszky utca|
|12.900000|1.000000|0|1.000000|házközponti egyedi méréssel||13|||van|nincs|2013.04.11||54.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+pannonia+utca/4138022?sid=0&|Pannónia utca|
|14.700000|2.000000|2|0.000000|házközponti egyedi méréssel||8|||van|nincs|2013.04.11||54.000000|-1|http://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/budapest+8+kerulet+fecske+utca/6828713?sid=0&|Fecske utca|
felújított|68.000000|0.000000|0|0.000000|gáz (cirko)||5||összkomfortos|van|nincs|2013.04.11||114.000000|-1|http://ingatlan.com/lipotvaros/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/6848947?sid=0&||Lipótváros
|25.300000|3.000000|3|0.000000|gáz (cirko)||14||összkomfortos|nincs|garazs|2013.04.11||76.000000|-1|http://ingatlan.com/alsorakos/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+benko+utca/6882930?sid=0&||
|23.900000|1.000000|3|2.000000|házközponti egyedi méréssel||9|utcai||van|nincs|2013.04.11||74.000000|-1|http://ingatlan.com/ix-ker/elado+lakas/tegla-epitesu-lakas/budapest+9+kerulet+toth+kalman+utca/6948296?sid=0&|Tóth Kálmán utca|
|24.000000|1.000000|2|2.000000|házközponti egyedi méréssel||11||összkomfortos|nincs|nincs|2013.04.11|4|63.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet/20014992?sid=0&||Kelenföld
|11.900000|1.000000|2|2.000000|házközponti egyedi méréssel||14|||van|utcan|2013.04.11||44.000000|-1|http://ingatlan.com/xiv-ker/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+ov+utca/5751108?sid=0&|Öv utca 133|
|30.000000|2.000000|2|0.000000|házközponti egyedi méréssel||5|utcai||van|nincs|2013.04.11||65.000000|-1|http://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+vadasz+utca/6464207?sid=0&|Vadász utca|
|17.390000|2.000000|3|0.000000|gáz (cirko)||9||összkomfortos|van|garazs|2013.04.11|5|45.000000|-1|http://ingatlan.com/ix-ker/elado+lakas/tegla-epitesu-lakas/budapest+9+kerulet+tuzolto+utca/20037666?sid=0&||
felújított|8.700000|2.000000|3|0.000000|gáz (konvektor)||8|udvari|összkomfortos|nincs|utcan|2013.04.11||40.000000|-1|http://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/budapest+8+kerulet+nepszinhaz+utca/20037547?sid=0&|Népszínház utca|
|23.990000|3.000000|8|0.000000|||11|panorámás|luxus|van|nincs|2013.04.11||65.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+irinyi+jozsef+utca/20029301?sid=0&|Irinyi József utca 40/B|
|15.900000|2.000000|1|1.000000|házközponti egyedi méréssel||14|||van|garazs|2013.04.11||61.000000|-1|http://ingatlan.com/xiv-ker/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+ov+utca/5751123?sid=0&|Öv utca 133|
felújított|23.500000|2.000000|4|0.000000|gáz (cirko)||11|utcai|összkomfortos|van|utcan|2013.04.11||70.000000|-1|http://ingatlan.com/lagymanyos/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+moricz+zsigmond+korter/7154430?sid=0&|Móricz Zsigmond körtér|Lágymányos
|32.800000|3.000000|1|1.000000|||13|utcai|összkomfortos|van|garazs|2013.04.15|7|92.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+cserhalom+utca/6581769?sid=0&|Cserhalom utca|
|34.400000|2.000000|7|2.000000|házközponti egyedi méréssel||13|utcai|összkomfortos|van|garazs|2013.04.15||85.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+cserhalom+utca/7190465?sid=0&|Cserhalom utca|
|20.200000|2.000000|1|0.000000|||13|utcai|összkomfortos|van|garazs|2013.04.15|7|50.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet/7189699?sid=0&||
|18.400000|2.000000|1|0.000000|házközponti egyedi méréssel||13|utcai|összkomfortos|van|garazs|2013.04.15||44.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+turoc+utca/7189588?sid=0&|Turóc utca|
jó állapotú|7.200000|2.000000|7|0.000000|||3|utcai|összkomfortos|van|kulteri|2013.04.15|10|51.000000|-1|http://ingatlan.com/bekasmegyer/elado+lakas/panel-lakas/budapest+3+kerulet+zemplen+gyozo+utca/7194316?sid=0&||
közepes állapotú|7.400000|2.000000|2|0.000000|házközponti egyedi méréssel||19|utcai|összkomfortos|van|utcan|2013.04.15||53.000000|-1|http://ingatlan.com/xix-ker/elado+lakas/panel-lakas/budapest+19+kerulet+deak+ferenc+utca/20021243?sid=0&|Deák Ferenc utca 1|
|28.500000|1.000000|1|3.000000|egyéb||11|||nincs|garazs|2013.04.15||80.000000|-1|http://ingatlan.com/peterhegy/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+peterhegyi+lejto/6897131?sid=0&||
közepes állapotú|15.990000|2.000000|0|1.000000|||11|utcai||van|nincs|2013.04.15||71.000000|-1|http://ingatlan.com/muegyetem-kornyeke/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+bercsenyi+utca/7119471?sid=0&|Bercsényi utca|Mûegyetem környéke
jó állapotú|23.500000|2.000000|1|0.000000|gáz (cirko)||11||összkomfortos|nincs|garazs|2013.04.15||63.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+csorbai+utca/7118115?sid=0&|Csorbai utca|Kelenföld
|13.900000|1.000000|4|0.000000|||13|utcai|összkomfortos|van|garazs|2013.04.15|7|35.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+turoc+utca/6581791?sid=0&|Turóc utca|
jó állapotú|23.900000|2.000000|0|1.000000|gáz (cirko)||2||összkomfortos|nincs|kulteri|2013.04.15|2|70.000000|-1|http://ingatlan.com/kurucles/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet/6964335?sid=0&||Kurucles
|13.900000|1.000000|0|1.000000|házközponti egyedi méréssel||8|utcai|összkomfortos|van|garazs|2013.04.15||39.000000|-1|http://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/budapest+8+kerulet+ciprus+utca/6177473?sid=0&|Ciprus utca|
jó állapotú|10.900000|1.000000|0|0.000000|||11|panorámás|összkomfortos|nincs|kulteri|2013.04.15||39.000000|-1|http://ingatlan.com/lagymanyos/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet/6371453?sid=0&||Lágymányos
|16.600000|2.000000|5|0.000000|házközponti egyedi méréssel||8|udvari|összkomfortos|van|garazs|2013.04.15||49.000000|-1|http://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/budapest+8+kerulet+ciprus+utca/6177484?sid=0&|Ciprus utca|
felújított|11.990000|1.000000|2|0.000000|||13|utcai||nincs|utcan|2013.04.15||40.000000|-1|http://ingatlan.com/angyalfold/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+angyalfoldi+ut/7124533?sid=0&|Angyalföldi út|Angyalföld
közepes állapotú|17.700000|5.000000|3|0.000000|gáz (héra)||11||összkomfortos|nincs|utcan|2013.04.15|4|120.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+bartok+bela+ut/20043055?sid=0&|Bartók Béla út|Kelenföld
|29.900000|1.000000|1|2.000000|házközponti egyedi méréssel||11||összkomfortos|nincs|garazs|2013.04.15||64.000000|-1|http://ingatlan.com/peterhegy/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+csenger+utca/20036480?sid=0&|Csenger utca|Péterhegy
|23.990000|3.000000|8|0.000000|||11|panorámás|luxus|van|utcan|2013.04.15||65.000000|-1|http://ingatlan.com/muegyetem-kornyeke/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+irinyi+jozsef+utca/7199283?sid=0&||
|17.400000|2.000000|6|0.000000|házközponti egyedi méréssel||8|utcai|összkomfortos|van|garazs|2013.04.15||48.000000|-1|http://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/budapest+8+kerulet+ciprus+utca/7091100?sid=0&|Ciprus utca|
felújítandó|19.900000|2.000000|1|1.000000|||2||összkomfortos|nincs|utcan|2013.04.15||66.000000|-1|http://ingatlan.com/pasaret/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+julia+utca/7163417?sid=0&|Júlia utca|Pasarét
felújított|21.900000|2.000000|5|0.000000|||2|panorámás|összkomfortos|van|utcan|2013.04.15||54.000000|-1|http://ingatlan.com/rezmal/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+retek+utca/6874966?sid=0&|Retek utca 17|Rézmál
|14.200000|1.000000|5|0.000000|gáz (konvektor)||11|utcai|összkomfortos|van|utcan|2013.04.15||59.000000|-1|http://ingatlan.com/muegyetem-kornyeke/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+baranyai+utca/20037840?sid=0&||
|10.900000|1.000000|0|0.000000|egyéb||11|utcai|összkomfortos|van|utcan|2013.04.15||36.000000|-1|http://ingatlan.com/muegyetem-kornyeke/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+baranyai+utca/20034050?sid=0&||
közepes állapotú|20.950000|2.000000|0|0.000000|gáz (konvektor)||11||összkomfortos|nincs|kulteri|2013.04.15||54.000000|-1|http://ingatlan.com/gellerthegy-xi/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+gombocz+zoltan+utca/20041005?sid=0&|Gombócz Zoltán utca|Gellérthegy
felújított|10.900000|1.000000|0|0.000000|egyéb||11|udvari|összkomfortos|van|utcan|2013.04.15||35.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+baranyai+utca/20040407?sid=0&|Baranyai utca|Kelenföld
|65.000000|0.000000|0|0.000000|gáz (cirko)||13|panorámás|összkomfortos|van|garazs|2013.04.15||84.000000|-1|http://ingatlan.com/marinapart/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet/7117950?sid=0&||Marinapart
felújított|12.490000|1.000000|2|1.000000|gáz (konvektor)||7|udvari|összkomfortos|van|utcan|2013.04.15||44.000000|-1|http://ingatlan.com/erzsebetvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet/20023364?sid=0&||Erzsébetváros - Nagykörúton kívül
felújítandó|19.900000|3.000000|1|1.000000|||11|utcai|összkomfortos|van|utcan|2013.04.15||103.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+fehervari+ut/7127858?sid=0&|Fehérvári út|Kelenföld
felújított|20.000000|2.000000|3|0.000000|gáz (cirko)||11|utcai|összkomfortos|nincs|utcan|2013.04.15||62.000000|-1|http://ingatlan.com/albertfalva/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+temesvar+utca/20034741?sid=0&|Temesvár utca|Albertfalva
felújított|20.000000|2.000000|3|0.000000|gáz (cirko)||11|utcai|összkomfortos|nincs|utcan|2013.04.15||62.000000|-1|http://ingatlan.com/albertfalva/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+temesvar+utca/20041088?sid=0&|Temesvár utca|Albertfalva
felújított|9.900000|1.000000|9|2.000000|||14||összkomfortos|van|utcan|2013.04.15||55.000000|-1|http://ingatlan.com/rakosfalva/elado+lakas/panel-lakas/budapest+14+kerulet/7099774?sid=0&||Rákosfalva
felújított|7.300000|1.000000|4|0.000000|||11|panorámás|összkomfortos|nincs|utcan|2013.04.15||28.000000|-1|http://ingatlan.com/gazdagret/elado+lakas/panel-lakas/budapest+11+kerulet/7185168?sid=0&||Gazdagrét
jó állapotú|35.000000|3.000000|0|0.000000|gáz (cirko)||11|udvari|összkomfortos|nincs|kulteri|2013.04.17||70.000000|-1|http://ingatlan.com/sasad/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet/20048103?sid=0&||Sasad
|32.500000|2.000000|6|0.000000|házközponti egyedi méréssel||11|panorámás|összkomfortos|van|utcan|2013.04.17||65.000000|-1|http://ingatlan.com/nadorliget-lakopark/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet/20048053?sid=0&||Nádorliget lakópark
jó állapotú|17.900000|2.000000|1|0.000000|elektromos||11|||nincs|utcan|2013.04.17||55.000000|-1|http://ingatlan.com/albertfalva/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+vegyesz+utca/20045847?sid=0&|Vegyész utca|Albertfalva
|16.900000|3.000000|1|0.000000|gáz (cirko)||7|udvari|duplakomfortos|nincs|utcan|2013.04.17|4|57.000000|-1|http://ingatlan.com/erzsebetvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+garay+utca/20045296?sid=0&|Garay utca 40|Erzsébetváros - Nagykörúton kívül
közepes állapotú|17.700000|3.000000|3|0.000000|gáz (héra)||11|utcai|összkomfortos|nincs|utcan|2013.04.17||120.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+bartok+bela+ut/20048304?sid=0&|Bartók Béla út|Kelenföld
|10.900000|1.000000|0|0.000000|egyéb||11|utcai|összkomfortos|van|utcan|2013.04.17||38.000000|-1|http://ingatlan.com/lagymanyos/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+budafoki+ut/20047482?sid=0&|Budafoki út|Lágymányos
felújított|10.900000|1.000000|0|0.000000|egyéb||11|||van|nincs|2013.04.17|5|38.000000|-1|http://ingatlan.com/lagymanyos/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+baranyai+utca/20039387?sid=0&|Baranyai utca|Lágymányos
|18.430000|2.000000|1|0.000000|házközponti egyedi méréssel||13|utcai|összkomfortos|van|garazs|2013.04.17|8|49.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+turoc+utca/6894112?sid=0&|Turóc utca|
